system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,SCL,WVP,hours_from_measurement,ndvi,ndwi,sample_idx,.geo
4382,0.33,0.47950000000000004,0.4238,0.3166,0.5101,0.4802,0.43860000000000005,0.4728,0.44480000000000003,0.4338,0.49200000000000005,0.4152,0.6603,1.0,9,3.303,44.58125111111111,0.05738233397807865,-0.012137420283892236,5941,"{""type"":""MultiPoint"",""coordinates"":[]}"
4383,0.33,0.47950000000000004,0.4238,0.3166,0.5101,0.4802,0.43860000000000005,0.4728,0.44480000000000003,0.4338,0.49200000000000005,0.4152,0.6603,1.0,9,3.303,52.99791777777778,0.05738233397807865,-0.012137420283892236,5963,"{""type"":""MultiPoint"",""coordinates"":[]}"
4384,0.462,0.0495,0.0335,0.0205,0.053500000000000006,0.0752,0.0482,0.10990000000000001,0.092,0.09730000000000001,0.07440000000000001,0.06420000000000001,0.0879,0.0,6,3.552,67.99618583333333,0.21370309951060362,0.005347593582887668,6486,"{""type"":""MultiPoint"",""coordinates"":[]}"
4385,0.462,0.0495,0.0335,0.0205,0.053500000000000006,0.0752,0.0482,0.10990000000000001,0.092,0.09730000000000001,0.07440000000000001,0.06420000000000001,0.0879,0.0,6,3.552,78.02951916666666,0.21370309951060362,0.005347593582887668,6487,"{""type"":""MultiPoint"",""coordinates"":[]}"
4386,0.306,1.0307,0.2185,0.2267,0.8689,0.7745000000000001,0.7318,0.8109000000000001,0.7342000000000001,0.6845,0.6571,0.6417,1.6987,0.65,8,4.3020000000000005,20.713219444444444,-0.05378356973144214,0.08200614696842698,6649,"{""type"":""MultiPoint"",""coordinates"":[]}"
4387,0.306,1.0307,0.2185,0.2267,0.8689,0.7745000000000001,0.7318,0.8109000000000001,0.7342000000000001,0.6845,0.6571,0.6417,1.6987,0.65,8,4.3020000000000005,30.17988611111111,-0.05378356973144214,0.08200614696842698,6650,"{""type"":""MultiPoint"",""coordinates"":[]}"
4388,0.162,0.13040000000000002,0.0937,0.07590000000000001,0.1353,0.1386,0.1096,0.1512,0.1452,0.1605,0.1549,0.14700000000000002,0.1885,0.1,10,2.226,20.07927638888889,0.17126654064272215,-0.05553662691652474,6815,"{""type"":""MultiPoint"",""coordinates"":[]}"
4389,0.222,0.4194,0.2059,0.2097,0.36410000000000003,0.3395,0.3133,0.38270000000000004,0.3855,0.38930000000000003,0.3662,0.375,1.6235000000000002,1.0,9,5.045,68.72932083333333,0.0778513612950699,-0.037834773983279016,7150,"{""type"":""MultiPoint"",""coordinates"":[]}"
4390,0.222,0.4194,0.2059,0.2097,0.36410000000000003,0.3395,0.3133,0.38270000000000004,0.3855,0.38930000000000003,0.3662,0.375,1.6235000000000002,1.0,9,5.045,78.42932083333334,0.0778513612950699,-0.037834773983279016,7151,"{""type"":""MultiPoint"",""coordinates"":[]}"
4391,0.34800000000000003,0.049800000000000004,0.0506,0.0363,0.06760000000000001,0.0882,0.0572,0.1208,0.11080000000000001,0.1179,0.09390000000000001,0.0884,0.1603,0.0,6,4.341,44.48059277777778,0.24288550628722705,-0.031301482701812246,7391,"{""type"":""MultiPoint"",""coordinates"":[]}"
4392,0.34800000000000003,0.049800000000000004,0.0506,0.0363,0.06760000000000001,0.0882,0.0572,0.1208,0.11080000000000001,0.1179,0.09390000000000001,0.0884,0.1603,0.0,6,4.341,53.69725944444444,0.24288550628722705,-0.031301482701812246,7400,"{""type"":""MultiPoint"",""coordinates"":[]}"
4393,0.222,0.0376,0.0253,0.0132,0.0466,0.0708,0.035,0.1168,0.11330000000000001,0.1206,0.09140000000000001,0.07680000000000001,0.108,0.0,6,5.022,44.04621361111111,0.4462025316455696,-0.1270036991368681,7521,"{""type"":""MultiPoint"",""coordinates"":[]}"
4394,0.222,0.0376,0.0253,0.0132,0.0466,0.0708,0.035,0.1168,0.11330000000000001,0.1206,0.09140000000000001,0.07680000000000001,0.108,0.0,6,5.022,53.979546944444444,0.4462025316455696,-0.1270036991368681,7524,"{""type"":""MultiPoint"",""coordinates"":[]}"
